	question	class
1559	nalezitosti prihlasky uzitneho vzoru	130
1560	casti prihlasky uzitneho vzoru	130
1561	soucasti prihlasky uzitneho vzoru	130
1562	prilohy prihlasky uzitneho vzoru	130
1563	podlohy prihlasky uzitneho vzoru	130
1564	jake jsou casti prihlasky uzitneho vzoru?	130
1565	popis technickeho reseni	130
1566	popis technickeho reseni v prihlasce uzitneho vzoru	130
1567	co muze byt prilohou v prihlasce uzitneho vzoru?	130
1568	nazev technickeho reseni	130
1569	nazev technickeho reseni uzitneho vzoru	130
1570	jak lze vymazat uzitny vzor?	131
1571	jak je mozne vymazat uzitny vzor?	131
1572	jak muzu vymazat uzitny vzor?	131
1573	jak mohu vymazat uzitny vzor?	131
1574	jak co kdyz chci vymazat uzitny vzor?	131
1575	vymaz uzitneho vzoru z rejstriku	131
1576	co je zapotrebi pro vymaz uzitneho vzoru z rejstriku?	131
1577	co mam udelat pro vymaz uzitneho vzoru z rejstriku?	131
1578	co je potreba pro vymaz uzitneho vzoru z rejstriku?	131
1579	co je nutne pro vymaz uzitneho vzoru z rejstriku?	131
1580	proces vymazu uzitneho vzoru	131
1581	proces vymazani uzitneho vzoru	131
1582	duvody pro vymaz uzitneho vzoru z rejstriku	131
1583	formular pro podani navrhu na vymaz uzitneho vzoru z rejstriku	132
1584	formular pro vymaz uzitneho vzoru	132
1585	zastoupeni v  zadosti o vymaz uzitneho vzoru z rejstriku	133
1586	pomoc s zadosti o vymaz uzitneho vzoru z rejstriku	133
1587	zastoupeni v vymazem uzitneho vzoru	133
1588	pomoc s vymazem uzitneho vzoru	133
1589	ucinky vymazu uzitneho vzoru	134
1590	dusledky vymazu uzitneho vzoru	134
1591	nasledky vymazu uzitneho vzoru	134
1592	je mozne pozadat o vymaz uzitneho vzoru z rejstriku?	134
1593	je mozne pozadat o castecny vymaz uzitneho vzoru z rejstriku?	134
1594	je mozne pozadat o uplny vymaz uzitneho vzoru z rejstriku?	134
1595	castecny vymaz uzitneho vzoru	134
1596	uplny vymaz uzitneho vzoru	134
1597	rozsah vymazu uzitneho vzoru	134
1598	kolik stoji podani navrhu na vymaz uzitneho vzoru z rejstriku?	135
1599	jaky je poplatek za podani navrhu na vymaz uzitneho vzoru z rejstriku?	135
1600	kolik se plati za podani navrhu na vymaz uzitneho vzoru z rejstriku?	135
1601	co znamena oznaceni puvodu?	136
1602	co je to oznaceni puvodu?	136
1603	co je oznaceni puvodu?	136
1604	ktere produkty mohou ziskat oznaceni puvodu?	136
1605	podminky pro udeleni oznaceni puvodu	136
1606	jake produkty mohou ziskat zemepisne oznaceni?	136
1607	jaky je rozdil mezi oznacenim puvodu a zemepisnym oznacenim?	136
1608	co je to zemepisne oznaceni?	136
1609	co je zemepisne oznaceni?	136
1610	co znamena zemepisne oznaceni?	136
1611	informace o oznaceni puvodu a zemepisnych oznacenich	136
1612	produkty, ktere jsou spojeny s lokalitou	136
1613	lokalni produkty	136
1614	proces ziskani oznaceni puvodu proces ziskani zemepisneho oznaceni	136
1615	co se mysli pod oznacenim puvodu a zemepisnym oznacenim?	136
1616	jake jsou moznosti podani do uradu?	137
1617	jake jsou obecne moznosti podani do uradu?	137
1618	jak dorucit dokumenty na urad prumysloveho vlastnictvi?	137
1619	kde si mohu stahnout elektronicke formulare pro podani na urad?	137
1620	kde najdu elektronicke formulare pro podani na urad?	137
1621	kde mohu najit elektronicke formulare pro podani na urad?	137
1622	kde muzu najit elektronicke formulare pro podani na urad?	137
1623	kde jsou elektronicke formulare pro podani na urad?	137
1624	kde najdu formulare	137
1625	jaky poplatek mohu usetrit pri prihlaseni identitou obcana u elektronickeho podani?	138
1626	elektronicke podani bez zaruceneho elektronickeho podpisu	138
1627	sleva pri podani elektronicky	138
1628	sleva pri elektronickem podani	138
1629	sleva 20 %	138
1630	zastoupeni pri prihlasovani do zahranici	139
1631	pomoc pri prihlasovani do zahranici	139
1632	zastupovani pri prihlasovani do zahranici	139
1633	existuje nejaka stranka, ktera by mi pomohla s prihlasovanim do zahranici?	139
1634	jake stranky by mi mohly pomoci s prihlasovanim do zahranici?	139
1635	jake jsou moje moznosti, pokud potrebuji odbornou pomoc pri prihlasovani do zahranici?	139
1636	kdo mi pomuze s prihlasenim do zahranici?	139
1637	kde mohu nalezt vice informaci o zastupovani pri prihlasovani do zahranici?	139
1638	kolik let plati patent?	140
1639	jak dlouho plati patent?	140
1640	kolik let plati udeleny patent?	140
1641	jak dlouho plati udeleny patent?	140
1642	ucinky udeleni patentu	140
1643	ucinky zapisu patentu	140
1644	co znamena priorita u vynalezu ?	140
1645	co znamena pravo prednosti u vynalezu ?	140
1646	co znamena priorita u patentu?	140
1647	co znamena pravo prednosti u patentu?	140
1648	zverejneni prihlasky vynalezu	140
1649	udrzovaci poplatky za patent	141
1650	je nejaka zadost o prodlouzeni patentu?	141
1651	existuje zadost o prodlouzeni patentu?	141
1652	kde najdu zadost o prodlouzeni patentu?	141
1653	je nejaka zadost o udrzeni patentu?	141
1654	existuje zadost o udrzeni patentu?	141
1655	kde najdu zadost o udrzeni patentu?	141
1656	je nejaka zadost o udrzovani patentu?	141
1657	existuje zadost o udrzovani patentu?	141
1658	kde najdu zadost o udrzovani patentu?	141
1659	variabilni symbol pro platbu udrzovacich poplatku za patent	141
1660	jak mohu podat prihlasku patentu ?	142
1661	kam mohu podat prihlasku patentu ?	142
1662	jak  podat prihlasku patentu ?	142
1663	kam podat prihlasku patentu ?	142
1664	jak  mam podat prihlasku patentu ?	142
1665	kam mam podat prihlasku patentu ?	142
1666	jak  muzu podat prihlasku patentu ?	142
1667	kam muzu podat prihlasku patentu ?	142
1668	jak mohu podat prihlasku vynalezu?	142
1669	kam mohu podat prihlasku vynalezu?	142
1670	jak  podat prihlasku vynalezu?	142
1671	kam podat prihlasku vynalezu?	142
1672	jak  mam podat prihlasku vynalezu?	142
1673	kam mam podat prihlasku vynalezu?	142
1674	jak  muzu podat prihlasku vynalezu?	142
1675	kam muzu podat prihlasku vynalezu?	142
1676	formular podani patentu	142
1677	formular prihlasky patentu	142
1678	formular podani  vynalezu	142
1679	formular prihlasky vynalezu	142
1680	jak zaregistruji patent	142
1681	jak prihlasim patent	142
1682	sleva na spravni poplatek pri elektronickem podani prihlasky patentu	143
1683	sleva na spravni poplatek pri elektronickem podani prihlasky vynalezu	143
1684	pomoc pro prihlasku patentu	144
1685	odborne zastoupeni pro prihlasku patentu	144
1686	pomoc pro podani prihlasky patentu	144
1687	odborne zastoupeni pro podani prihlasky patentu	144
1688	pomoc pro prihlasku  vynalezu	144
1689	odborne zastoupeni pro prihlasku  vynalezu	144
1690	pomoc pro podani prihlasky vynalezu	144
1691	odborne zastoupeni pro podani prihlasky vynalezu	144
1692	existuji advokatni kancelare, ktere se zabyvaji patenty ?	144
1693	existuji advokatni kancelare, ktere se zabyvaji vynalezy?	144
1694	pravni zastoupeni pro zadatele o patentu	144
1695	pravni zastoupeni pro prihlasku patentu	144
1696	pravni zastoupeni pro podani prihlasky patentu	144
1697	pravni zastoupeni pro zadatele o  vynalezu	144
1698	pravni zastoupeni pro prihlasku  vynalezu	144
1699	pravni zastoupeni pro podani prihlasky vynalezu	144
1700	kdo me muze zastupovat pri podavani prihlasky patentu ?	144
1701	kdo mi muze pomoci pri podavani prihlasky patentu ?	144
1702	kdo me muze zastupovat pri podavani prihlasky vynalezu?	144
1703	kdo mi muze pomoci pri podavani prihlasky vynalezu?	144
1704	informace o zastupovani pri podavani prihlasky patentu	144
1705	informace o zastupovani pri podavani prihlasky vynalezu	144
1706	jake nasledky muze mit nespravne formulovane patentove naroky?	144
1707	nasledky nespravne formulovanych patentovych naroku?	144
1708	proc je vhodne nechat se zastoupit?	144
1709	prihlaska patentu	145
1710	prihlaska vynalezu	145
1711	chci prihlasit patent	145
1712	chci zaregistrovat patent	145
1713	casti prihlasky vynalezu	145
1714	casti prihlasky patentu	145
1715	pozadavky prihlasky vynalezu	145
1716	nalezitosti prihlasky vynalezu	145
1717	pozadavky prihlasky patentu	145
1718	nalezitosti prihlasky patentu	145
1719	zadost o udeleni patentu	145
1720	formular zadosti o udeleni patentu	145
1721	popis vynalezu v prihlasce	146
1722	co ma byt uvedeno v patentovych narocich zadosti?	146
1723	patentove naroky	146
1724	nazev patentu	146
1725	vymezeni patentu	146
1726	vynalezecka myslenka	146
1727	anotace v prihlasce vynalezu	146
1728	anotace v prihlasce patentu	146
1729	prilohy zadosti o udeleni patentu	146
1730	podlohy zadosti o udeleni patentu	146
1731	co je to pravo prednosti u patentu?	147
1732	co je to priorita u patentu?	147
1733	kde najdu podrobnejsi informace o pozadavcich na prihlasku vynalezu?	148
1734	kdo muze podat prihlasku vynalezu ?	149
1735	kdo je opravnen podat prihlasku vynalezu ?	149
1736	kdo muze podat prihlasku patentu?	149
1737	kdo je opravnen podat prihlasku patentu?	149
1738	muze pravnicka osoba podat prihlasku vynalezu ?	149
1739	muze pravnicka osoba podat prihlasku patentu?	149
1740	zkoumani prihlasky vynalezu	150
1741	pripominky k patentovatelnosti	151
1742	pripominky k prihlasce patentu	151
1743	pripominky k k patentu	151
1744	jak muze byt patent zrusen?	152
1745	podminky pro zruseni patentu	152
1746	navrh na zruseni patentu	152
1747	jak je mozne zrusit patent?	152
1748	jak lze zrusit patent?	152
1749	jak muzu zrusit patent?	152
1750	jak mohu zrusit patent?	152
1751	jak bych mohl nechat zrusit patent?	152
1752	pomoc s navrhem na zruseni patentu	153
1753	zastoupeni s navrhem na zruseni patentu	153
1754	kolik stoji podani navrhu na zruseni patentu?	154
1755	kolik stoji podani zadosti na zruseni patentu?	154
1756	dusledky zruseni patentu	155
1757	nasledky zruseni patentu	155
1758	ucinky zruseni patentu	155
1759	dusledky  vymazu patentu	155
1760	nasledky  vymazu patentu	155
1761	ucinky vymazu patentu	155
1762	castecne zruseni patentu	155
1763	castecny vymaz patentu	155
1764	zruseni patentu v plnem rozsahu	155
1765	vymaz patentu v plnem rozsahu	155
1766	uplne zruseni patentu	155
1767	uplne vymaz patentu	155
1768	formular pro vymaz patentu	155
1769	formular pro zruseni patentu	155
1770	je mozne zrusit patent castecne?	155
1771	dukazy na vymaz patentu	155
1772	dukazy na zruseni patentu	155
1773	narodni databaze prumyslovych prav	156
1774	ceska databaze prumyslovych prav	156
1775	tuzemska databaze prumyslovych prav	156
1776	jake narodni databaze jsou k dispozici?	156
1777	informativni reserse	156
1778	odkazy na narodni databaze	156
1779	odkazy na ceske databaze	156
1780	bezplatna reserse	156
1781	reserse zdarma	156
1782	reserse napric vsemi druhy prumyslovych prav	156
1783	narodni prumyslovepravni databaze	156
1784	odkazy na mezinarodni databaze	157
1785	odkazy na zahranicni databaze	157
1786	mezinarodni databaze	157
1787	zahranicni databaze	157
1788	volne dostupne mezinarodni databaze	157
1789	volne dostupne zahranicni databaze	157
1790	mezinarodni databaze na internetu	157
1791	zahranicni databaze na internetu	157
1792	jake online mezinarodni databaze jsou dostupne na internetu a kde je mohu najit?	157
1793	jake online zahranicni databaze jsou dostupne na internetu a kde je mohu najit?	157
1794	jaky je odkaz na mezinarodni online databaze, ktere jsou volne dostupne na internetu?	157
1795	jaky je odkaz na zahranicni online databaze, ktere jsou volne dostupne na internetu?	157
1796	rozhodnuti evropskeho soudniho dvora	157
1797	jake tridici systemy se vyuzivaji pri resersich?	158
1798	tridici systemy	158
1799	trideni	158
1800	tridici systemy pro reserse	158
1801	mezinarodni trideni	158
1802	mezinarodni tridici systemy	158
1803	nicejske trideni	158
1804	niceske trideni	158
1805	nyceske trideni	158
1806	locarnske trideni	158
1807	locarnsky tridici system	158
1808	sysmem locarno	158
1809	system lokarno	158
1810	lokarnske trideni	158
1811	odkaz na tridniky	158
1812	mezinarodni patentove trideni	158
1813	mezinarodni trideni prumyslovych vzoru	158
1814	mezinarodni trideni vyrobku a sluzeb	158
1815	videnske mezinarodni trideni	158
1816	mezinarodni trideni vyrobku a sluzeb	158
1817	videnske mezinarodni trideni	158
1818	nabidka licence k patentu	159
1819	nabidka licence k evropskemu patentu	159
1820	jak nabidnout licenci k patentu	159
1821	chci nabidnout licenci k patentu	159
1822	rad bych nabidnout licenci k patentu	159
1823	chtel bych nabidnout licenci k patentu	159
1824	jak muzu nabidnout licenci k patentu	159
1825	jak mohu nabidnout licenci k patentu	159
1826	co kdyz chci nabidnout licenci k patentu	159
1827	zapis licence k patentu	160
1828	zapis licence k evropskemu patentu	160
1829	jak zapsat licenci k patentu	160
1830	chci zapsat licenci k patentu	160
1831	rad bych zapsat licenci k patentu	160
1832	chtel bych zapsat licenci k patentu	160
1833	jak muzu zapsat licenci k patentu	160
1834	jak mohu zapsat licenci k patentu	160
1835	co kdyz chci zapsat licenci k patentu	160
1836	zapis licence k uzitnemu vzoru	160
1837	jak zapsat licenci uzitnemu vzoru	160
1838	chci zapsat licenci uzitnemu vzoru	160
1839	rad bych zapsat licenci uzitnemu vzoru	160
1840	chtel bych zapsat licenci uzitnemu vzoru	160
1841	jak muzu zapsat licenci uzitnemu vzoru	160
1842	jak mohu zapsat licenci uzitnemu vzoru	160
1843	co kdyz chci zapsat licenci uzitnemu vzoru	160
1844	zapis licence k prumyslovemu vzoru	160
1845	jak zapsat licenci k prumyslovemu vzoru	160
1846	chci zapsat licenci k prumyslovemu vzoru	160
1847	rad bych zapsat licenci k prumyslovemu vzoru	160
1848	chtel bych zapsat licenci k prumyslovemu vzoru	160
1849	jak muzu zapsat licenci k prumyslovemu vzoru	160
1850	jak mohu zapsat licenci k prumyslovemu vzoru	160
1851	co kdyz chci zapsat licenci k prumyslovemu vzoru	160
1852	zapis licence k ochranne znamce	160
1853	jak zapsat licenci k ochranne znamce	160
1854	chci zapsat licenci k ochranne znamce	160
1855	rad bych zapsat licenci k ochranne znamce	160
1856	chtel bych zapsat licenci k ochranne znamce	160
1857	jak muzu zapsat licenci k ochranne znamce	160
1858	jak mohu zapsat licenci k ochranne znamce	160
1859	co kdyz chci zapsat licenci k ochranne znamce	160
1860	udeleni nucene licence patenty	161
1861	udeleni nucene licence uzitne vzory	161
1862	udeleni nucene licence topografie	161
1863	nucena licence	161
1864	jak na nucenou licenci	161
1865	obrana pri podani navrhu na prohlaseni neplatnosti ochranne znamky	162
1866	jak se branit proti navrhu na prohlaseni neplatnosti ochranne znamky	162
1867	chci se branit proti navrhu na prohlaseni neplatnosti ochranne znamky	162
1868	jak se mam branit proti navrhu na prohlaseni neplatnosti ochranne znamky	162
1869	obrana pri podani navrhu na zruseni ochranne znamky	162
1870	jak se branit proti navrhu na zruseni ochranne znamky	162
1871	chci se branit proti navrhu na zruseni ochranne znamky	162
1872	jak se mam branit proti navrhu na zruseni ochranne znamky	162
1873	obrana pri podani pripominek k zapisu ochranne znamky	162
1874	jak se branit proti pripominkam k zapisu ochranne znamky	162
1875	chci se branit proti pripominkam k zapisu ochranne znamky	162
1876	jak se mam branit proti pripominkam k zapisu ochranne znamky	162
1877	obrana pri podani namitek proti zapisu ochranne znamky	163
1878	obrana pri podani namitek k zapisu ochranne znamky	163
1879	jak se branit proti namitek proti zapisu ochranne znamky	163
1880	chci se branit proti namitek proti zapisu ochranne znamky	163
1881	jak se mam branit proti namitek proti zapisu ochranne znamky	163
1882	jak se branit proti namitek k zapisu ochranne znamky	163
1883	chci se branit proti namitek k zapisu ochranne znamky	163
1884	jak se mam branit proti namitek k zapisu ochranne znamky	163
1885	obrana pri podani navrhu na zruseni oznaceni puvodu	164
1886	obrana pri podani navrhu na zruseni zemepisneho oznaceni	164
1887	jak se branit proti navrhu na zruseni oznaceni puvodu	164
1888	chci se branit proti navrhu na zruseni oznaceni puvodu	164
1889	jak se mam branit proti navrhu na zruseni oznaceni puvodu	164
1890	jak se branit proti navrhu na zruseni zemepisneho oznaceni	164
1891	chci se branit proti navrhu na zruseni zemepisneho oznaceni	164
1892	jak se mam branit proti navrhu na zruseni zemepisneho oznaceni	164
1893	omezeni seznamu vyrobku ci sluzeb u ochranne znamky	165
1894	jak omezit seznam vyrobku ci sluzeb u ochranne znamky	165
1895	jak mam omezit seznam vyrobku ci sluzeb u ochranne znamky	165
1896	jak muzu omezit seznam vyrobku ci sluzeb u ochranne znamky	165
1897	prodlouzeni patentove ochrany dodatkovym ochrannym osvedcenim	166
1898	prodlouzeni patentove ochrany prostrednictvim spc	166
1899	jak prodlouzit patentovou ochranu dodatkovym ochrannym osvedcenim	166
1900	chci prodlouzit patentovou ochranu dodatkovym ochrannym osvedcenim	166
1901	jak prodlouzit patentovou ochranu prostrednictvim spc	166
1902	chci prodlouzit patentovou ochranu prostrednictvim spc	166
1903	zmena evropske patentove prihlasky na narodni prihlasku	167
1904	premena evropske patentove prihlasky na narodni prihlasku	167
1905	jak zmenim evropske patentove prihlasky na narodni prihlasku	167
1906	jak muzu zmenit evropske patentove prihlasky na narodni prihlasku	167
1907	jak lze zmenit evropske patentove prihlasky na narodni prihlasku	167
1908	jak zmenim evropske patentove prihlasky na narodni prihlasku	167
1909	pripominky k patentovatelnosti	168
1910	rozdeleni ochranne znamky	169
1911	rizeni pred uradem prumysloveho vlastnictvi o mezinarodni ochranne znamce s vyznacenim cr	169
1912	udrzovani dodatkoveho ochranneho osvedceni v platnosti	170
1913	udrzet dodatkove ochranne osvedceni v platosti	170
1914	udrzovani spc v platnosti	170
1915	vzdani se dodatkoveho ochranneho osvedceni spc	171
1916	vzdat se dodatkoveho ochranneho osvedceni spc	171
1917	vzdani se spc	171
1918	vzdat se spc	171
1919	vzdani se patentu	171
1920	vzdat se patentu	171
1921	vzdani se prav k ochranne znamce v rozsahu nekterych vyrobku ci sluzeb	172
1922	vzdat se prav k ochranne znamce v rozsahu nekterych vyrobku ci sluzeb	172
1923	vzdani se prava k evropskemu patentu	173
1924	vzdat se prava k evropskemu patentu	173
1925	vzdani se prumysloveho vzoru	174
1926	vzdat se prumysloveho vzoru	174
1927	zapis prevodu ochranne znamky	175
1928	zapis prevodu patentu	176
1929	zapis prevodu evropskeho patentu	176
1930	zapis prevodu spc	176
1931	zapis prevodu prihlasky vynalezu	176
1932	zapis prevodu dodatkoveho ochranneho osvedceni	176
1933	zapis prevodu prumysloveho vzoru	177
1934	zapis zastavy k patentu,	178
1935	zapis zastavy k evropskemu patentu	178
1936	zapis zastavy k spc	178
1937	zapis zastavy k prihlasce vynalezu	178
1938	zapis zastavy k dodatkovemu ochrannemu osvedceni	178
1939	zapis zastavy k prumyslovemu vzoru	179
1940	zapis zastavy ochranne znamky	180
1941	zapis zastupce k patentu	181
1942	zapis zastupce evropskemu patentu	181
1943	zapis zastupce spc	181
1944	zapis zastupce prihlasce vynalezu	181
1945	zapis zastupce k prumyslovemu vzoru	181
1946	zapis zastupce dodatkovemu ochrannemu osvedceni	181
1947	zmena specifikace oznaceni puvodu v rejstriku evropske unie	182
1948	zmena specifikace zemepisneho oznaceni v rejstriku evropske unie	182
1949	zmena specifikace oznaceni puvodu v rejstriku eu	182
1950	zmena specifikace zemepisneho oznaceni v rejstriku eu	182
1951	zmena v mezinarodnim zapisu ochranne znamky provedena v rejstriku mezinarodniho uradu wipo	183
1952	zmeny udaju v rejstriku patentu	184
1953	zmeny udaju v rejstriku evropskych patentu	184
1954	zmeny udaju v rejstriku prumyslovych vzoru	184
1955	zmeny udaju v rejstriku ochrannych znamek	184
1956	zmeny v zapisu mezinarodni ochranne znamky provedene pouze u uradu prumysloveho vlastnictvi	185
1957	zverejneni opraveneho prekladu evropskeho patentoveho spisu	186
1958	praveny preklad evropskeho patentoveho spisu	186
1959	zverejneni opraveneho prekladu naroku evropske patentove prihlasky	187
1960	opraveny preklad naroku evropske patentove prihlasky	187
1961	zverejneni prekladu evropskeho patentoveho spisu	188
1962	preklad evropskeho patentoveho spisu	188
1963	validace evropskeho patentu	188
1964	zverejneni prekladu naroku evropske patentove prihlasky	189
1965	preklad naroku evropske patentove prihlasky	189
1966	zadost o opravu - ochranne znamky	190
1967	zadost o opravu - patenty	190
1968	zadost o opravu - uzitne vzory	190
1969	zadost o opravu - topografie	190
1970	zadost o opravu - topografie polovodicovych vyrobku	190
1971	zadost o opravu - prumyslove vzory	190
1972	celni sprava ceske republiky a ochrana prav dusevniho vlastnictvi	191
1973	jak celni sprava ceske republiky chrani dusevni vlastnictvi?	192
1974	jakym zpusobem celni sprava ceske republiky chrani dusevni vlastnictvi?	192
1975	jak celni sprava ceske republiky ochranuje dusevni vlastnictvi?	192
1976	jakym zpusobem celni sprava ceske republiky ochranuje dusevni vlastnictvi?	192
1977	jak celni sprava ceske republiky poskytuje ochranu dusevni vlastnictvi?	192
1978	jakym zpusobem celni sprava ceske republiky poskytuje ochranu dusevni vlastnictvi?	192
1979	jak celni sprava ceske republiky chrani  dusevniho vlastnictvi?	192
1980	jakym zpusobem celni sprava ceske republiky chrani  dusevniho vlastnictvi?	192
1981	jak celni sprava ceske republiky ochranuje dusevniho vlastnictvi?	192
1982	jakym zpusobem celni sprava ceske republiky ochranuje dusevniho vlastnictvi?	192
1983	jak celni sprava ceske republiky poskytuje ochranu dusevniho vlastnictvi?	192
1984	jakym zpusobem celni sprava ceske republiky poskytuje ochranu dusevniho vlastnictvi?	192
1985	zasahy celni spravy ceske republiky ve vztahu k ochrane dusevniho vlastnictvi	193
1986	celni sprava a monitoring internetu	194
1987	celni sprava a monitoring internetoveho prostredi	194
1988	kontakty na celni spravu ceske republiky ve vztahu k ochrane dusevniho vlastnictvi	195
1989	kde najdu kontakty na celni spravu ceske republiky ve vztahu k ochrane dusevniho vlastnictvi	195
1990	rekni mi kde jsou kontakty na celni spravu ceske republiky ve vztahu k ochrane dusevniho vlastnictvi	195
1991	kontakty na celni spravu ceske republiky kvuli ochrane dusevniho vlastnictvi	195
1992	kde najdu kontakty na celni spravu ceske republiky kvuli ochrane dusevniho vlastnictvi	195
1993	rekni mi kde jsou kontakty na celni spravu ceske republiky kvuli ochrane dusevniho vlastnictvi	195
1994	zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	196
1995	kde najdu zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	196
1996	zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	196
1997	kde najdu zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	196
1998	kam podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	197
1999	komu se podava zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	197
2000	kam podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	197
2001	komu se podava zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	197
2002	kdo je opravneny podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	198
2003	kdo muze podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	198
2004	kdo je opravneny podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	198
2005	kdo muze podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi s celnim dohledem	198
2006	zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	199
2007	kde najdu zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	199
2008	zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	199
2009	kde najdu zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	199
2010	kam podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	200
2011	komu se podava zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	200
2012	kam podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	200
2013	komu se podava zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	200
2014	kdo je opravneny podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	201
2015	kdo muze podat zadost o zabraneni porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	201
2016	kdo je opravneny podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	201
2017	kdo muze podat zadost o eliminaci porusovani prav dusevniho vlastnictvi zbozi, ktere nepodleha celnimu dohledu	201
2018	co je vseobecne znama znamka	202
2019	co znamena vseobecne znama znamka	202
2020	jak definovat vseobecne znama znamka	202
2021	co je dusevni vlastnictvi	203
2022	co znamena dusevni vlastnictvi	203
2023	co predstavuje dusevni vlastnictvi	203
2024	definice dusevni vlastnictvi	203
2025	jak definovat dusevni vlastnictvi	203
2026	co je ochranna znamka s dobrym jmenem	204
2027	co je ochranna znamka s dobrou povesti	204
2028	co je ochranna znamka s renome	204
2029	co je mistni dosah nezapsaneho ci jineho oznaceni	205
2030	co znamena mistni dosah nezapsaneho ci jineho oznaceni	205
2031	co je radne uzivani ochranne znamky	206
2032	co znamena radne uzivani ochranne znamky	206
2033	definice radne uzivani ochranne znamky	206
2034	jak definovat radne uzivani ochranne znamky	206
2035	co je prezidialni plna moc	207
2036	jakym zpusobem je u uradu evidovana prezidialni plna moc	207
2037	muzu zaregistrovat nazev webu jako ochrannou znamku	208
2038	mohu zaregistrovat nazev webu jako ochrannou znamku	208
2039	je mozne zaregistrovat nazev webu jako ochrannou znamku	208
2040	muzu zaregistrovat nazev webovych stranek jako ochrannou znamku	208
2041	mohu zaregistrovat nazev webovych stranek jako ochrannou znamku	208
2042	je mozne zaregistrovat nazev webovych stranek jako ochrannou znamku	208
2043	je mozna zmena zneni nebo vzhledu zapsane ochranne znamky	209
2044	muzu zaregistrovat logo jako ochrannou znamku	210
2045	mohu zaregistrovat logo jako ochrannou znamku	210
2046	je mozne zaregistrovat logo jako ochrannou znamku	210
2047	kolik stoji za registraci ochranne znamky	211
2048	cena za za registraci ochranne znamky	211
2049	poplatek za za registraci ochranne znamky	211
2050	poplatek za registraci ochranne znamky	211
2051	kolik stoji za prihlaseni ochranne znamky	211
2052	cena za za prihlaseni ochranne znamky	211
2053	poplatek za za prihlaseni ochranne znamky	211
2054	poplatek za prihlaseni ochranne znamky	211
