,question,answer
1624,jak  podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1625,kam podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1626,jak  mam podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1627,kam mam podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1628,jak  muzu podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1629,kam muzu podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1630,je mozne podani prihlasky uzitneho vzoru elektronicky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1631,muzu podani prihlasky uzitneho vzoru elektronicky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1632,mohu podani prihlasky uzitneho vzoru elektronicky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1633,jde podani prihlasky uzitneho vzoru elektronicky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1634,kdo muze podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1635,kdo je opravnen podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1636,muze pravnicka osoba podat prihlasku uzitneho vzoru?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1637,formular podani uzitneho vzoru,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1638,formular prihlasky uzitneho vzoru,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1639,sleva na spravni poplatek pri podani prihlasky uzitneho vzoru elektronicky,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1640,sleva na spravni poplatek pri elektronickem podani prihlasky uzitneho vzoru,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1641,je mozne podat prihlasku uzitneho vzoru do datove schranky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1642,muzu podat prihlasku uzitneho vzoru do datove schranky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1643,mohu podat prihlasku uzitneho vzoru do datove schranky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1644,jde podat prihlasku uzitneho vzoru do datove schranky?,"prihlasku uzitneho vzoru lze podat elektronicky se zarucenym elektronickym podpisem nebo prostrednictvim systemu datovych schranek, pripadne postou nebo osobne v podatelne uradu. informace o provozu podatelny a o podminkach prijimani dokumentu naleznete .  prihlasku uzitneho vzoru muze podat puvodce technickeho reseni nebo jeho pravni nastupce. nastupcem muze byt fyzicka i pravnicka osoba. elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. pri prihlaseni identitou obcana u elektronickeho podani urad snizi spravni poplatek o 20 %, nejvyse vsak o tisic korun ceskych, jsou-li splneny zakonne podminky. elektronicke podani bez zaruceneho elektronickeho podpisu musi byt do 5 dnu doplneno pisemnou formou nebo elektronickou formou se zarucenym elektronickym podpisem. podani muze byt rovnez ucineno do datove schranky uradu."
1645,pomoc s prihlaskou uzitneho vzoru,"pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory. zamestnanci uradu prumysloveho vlastnictvi poskytuji vseobecne informace o jednotlivych institutech prumysloveho prava, formalnich pozadavcich na prihlasky ci okolnostech rizeni o techto prihlaskach, o spravnich poplatcich a provadeni resersi. je mozne kontaktovat informacni stredisko uradu nebo se obratit na nas helpdesk. prihlaska - nalezitosti prihlaska uzitneho vzoru smi obsahovat jen jedno technicke reseni nebo skupinu reseni, ktera jsou vzajemne spojena tak, ze uskutecnuji jedinou technickou myslenku.  prihlaska uzitneho vzoru se sklada ze tri casti, a to z zadosti o zapis uzitneho vzoru do rejstriku,  podloh objasnujicich technicke reseni a  pripadnych priloh. zadost o zapis uzitneho vzoru se podava na predepsanem formulari uradu: elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. podlohy zadosti tvori popis technickeho reseni, nejmene jeden narok na ochranu a vykresy, jsou-li soucasti podloh. popis technickeho reseni zahrnuje i jeho nazev, jak je uveden v zadosti o zapis uzitneho vzoru; nazev technickeho reseni ma byt presny a strucny, nemel by obsahovat vice nez 10 slov. technicke reseni musi byt v prihlasce vysvetleno tak jasne a  uplne, aby ho mohl odbornik v danem oboru uskutecnit. v narocich na ochranu musi byt jasne a strucne vymezen predmet, ktery ma byt chranen uzitnym vzorem.  pripadnymi prilohami zadosti mohou byt napr. plna moc ci doklad o nabyti prava na uzitny vzor. pozadavky kladene na prihlasku uzitneho vzoru jsou podrobneji uvedeny v instrukci predsedy uradu prumysloveho vlastnictvi. podanim prihlasky uzitneho vzoru vznika prihlasovateli pravo prednosti - priorita. to predevsim znamena, ze v pripade udeleni ochrany na prihlaseny predmet nemuze byt jinemu prihlasovateli ucinne priznana ochrana na stejny predmet prihlaseny pozdeji."
1646,pomoc pri priprave prihlasky uzitneho vzoru,"pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory. zamestnanci uradu prumysloveho vlastnictvi poskytuji vseobecne informace o jednotlivych institutech prumysloveho prava, formalnich pozadavcich na prihlasky ci okolnostech rizeni o techto prihlaskach, o spravnich poplatcich a provadeni resersi. je mozne kontaktovat informacni stredisko uradu nebo se obratit na nas helpdesk. prihlaska - nalezitosti prihlaska uzitneho vzoru smi obsahovat jen jedno technicke reseni nebo skupinu reseni, ktera jsou vzajemne spojena tak, ze uskutecnuji jedinou technickou myslenku.  prihlaska uzitneho vzoru se sklada ze tri casti, a to z zadosti o zapis uzitneho vzoru do rejstriku,  podloh objasnujicich technicke reseni a  pripadnych priloh. zadost o zapis uzitneho vzoru se podava na predepsanem formulari uradu: elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. podlohy zadosti tvori popis technickeho reseni, nejmene jeden narok na ochranu a vykresy, jsou-li soucasti podloh. popis technickeho reseni zahrnuje i jeho nazev, jak je uveden v zadosti o zapis uzitneho vzoru; nazev technickeho reseni ma byt presny a strucny, nemel by obsahovat vice nez 10 slov. technicke reseni musi byt v prihlasce vysvetleno tak jasne a  uplne, aby ho mohl odbornik v danem oboru uskutecnit. v narocich na ochranu musi byt jasne a strucne vymezen predmet, ktery ma byt chranen uzitnym vzorem.  pripadnymi prilohami zadosti mohou byt napr. plna moc ci doklad o nabyti prava na uzitny vzor. pozadavky kladene na prihlasku uzitneho vzoru jsou podrobneji uvedeny v instrukci predsedy uradu prumysloveho vlastnictvi. podanim prihlasky uzitneho vzoru vznika prihlasovateli pravo prednosti - priorita. to predevsim znamena, ze v pripade udeleni ochrany na prihlaseny predmet nemuze byt jinemu prihlasovateli ucinne priznana ochrana na stejny predmet prihlaseny pozdeji."
1647,nalezitosti prihlasky uzitneho vzoru,"pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory. zamestnanci uradu prumysloveho vlastnictvi poskytuji vseobecne informace o jednotlivych institutech prumysloveho prava, formalnich pozadavcich na prihlasky ci okolnostech rizeni o techto prihlaskach, o spravnich poplatcich a provadeni resersi. je mozne kontaktovat informacni stredisko uradu nebo se obratit na nas helpdesk. prihlaska - nalezitosti prihlaska uzitneho vzoru smi obsahovat jen jedno technicke reseni nebo skupinu reseni, ktera jsou vzajemne spojena tak, ze uskutecnuji jedinou technickou myslenku.  prihlaska uzitneho vzoru se sklada ze tri casti, a to z zadosti o zapis uzitneho vzoru do rejstriku,  podloh objasnujicich technicke reseni a  pripadnych priloh. zadost o zapis uzitneho vzoru se podava na predepsanem formulari uradu: elektronicky vyplnitelne formulare bez moznosti onlajn podani, vcetne napovedy pro vyplneni, naleznete zde. elektronicke formulare urcene pro onlajn podani i blizsi informace o technickych predpokladech pro vyuziti aplikace elektronickeho podani naleznete zde. podlohy zadosti tvori popis technickeho reseni, nejmene jeden narok na ochranu a vykresy, jsou-li soucasti podloh. popis technickeho reseni zahrnuje i jeho nazev, jak je uveden v zadosti o zapis uzitneho vzoru; nazev technickeho reseni ma byt presny a strucny, nemel by obsahovat vice nez 10 slov. technicke reseni musi byt v prihlasce vysvetleno tak jasne a  uplne, aby ho mohl odbornik v danem oboru uskutecnit. v narocich na ochranu musi byt jasne a strucne vymezen predmet, ktery ma byt chranen uzitnym vzorem.  pripadnymi prilohami zadosti mohou byt napr. plna moc ci doklad o nabyti prava na uzitny vzor. pozadavky kladene na prihlasku uzitneho vzoru jsou podrobneji uvedeny v instrukci predsedy uradu prumysloveho vlastnictvi. podanim prihlasky uzitneho vzoru vznika prihlasovateli pravo prednosti - priorita. to predevsim znamena, ze v pripade udeleni ochrany na prihlaseny predmet nemuze byt jinemu prihlasovateli ucinne priznana ochrana na stejny predmet prihlaseny pozdeji."
