	question	answer
430	rekni mi jak zaregistruju ochrannou znamku do zahranici	"prihlasovaci spravni poplatek v pripade narodni prihlasky ochranne znamky cini 5.000 kc pro 3 tridy vyrobku a sluzeb, pro kazdou dalsi tridu dalsich 500 kc. 

v pripade zadosti o mezinarodni zapis ochranne znamky cini spravni poplatek pro rizeni pred uradem 2.500 kc. 

spravni poplatky je mozne uhradit prevodem z uctu na ucet uradu (3711-21526001/0710), slozenkou nebo v hotovosti v pokladne uradu. kolkovymi znamkami lze uhradit spravni poplatek jen do vyse 5.000 kc.

tridniky zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky. informace o mezinarodnich ochrannych znamkach zde: https://upv.gov.cz/prumyslova-prava/ochranne-znamky/mezinarodni-ochranna-znamka. informacni stredisko uradu zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko"
431	vyrobky a sluzby v prihlasce ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
432	vyrobky a sluzby v formulari ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
433	vyrobky a sluzby v pri registraci ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
434	trideni vyrobku a sluzeb v prihlasce ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
435	trideni vyrobku a sluzeb v formulari ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
436	trideni vyrobku a sluzeb v pri registraci ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
437	jakym zpusobem se zatriduji vyrobky a sluzby, ktere je nutne uvest v prihlasce ochranne znamky k zapisu do rejstriku ochrannych znamek	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
438	jak vybrat tridu vyrobku ve formulari ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
439	jak vybrat tridu sluzby ve formulari ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
440	jak vybrat tridu vyrobku  pri registraci ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
441	jak vybrat tridu sluzby pri registraci ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
442	jak vybrat tridu vyrobku  v prihlasce ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
443	jak vybrat tridu sluzby v prihlasce ochranne znamky	"kazda ochranna znamka musi byt vzdy registrovana pro urcite vyrobky a sluzby vcetne uvedeni prislusnych trid uz pri podani prihlasky ochranne znamky. k tomuto ucelu slouzi tridnik ochrannych znamek. v soucasne dobe existuje 34 trid vyrobku a 11 trid sluzeb. pro vyhledani spravne tridy urciteho vyrobku ci sluzby, pripadne pro overeni, zda je mozne urcity vyraz pouzit, doporucujeme pouzit databazi tmclass.

tridnik zde: https://upv.gov.cz/informacni-zdroje/tridniky/tridnik-ochranne-znamky, tmclass zde: https://euipo.europa.eu/ec2/"
444	(R)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
445	tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
446	symboly (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
447	symboly tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
448	nutnost uvadeni symbolu (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
449	povinnost uvadeni symbolu (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
450	nutnost uvadeni symbolu tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
451	povinnost uvadeni symbolu tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
452	je povinne uvadeni symbolu (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
453	je povinne uvadeni symbolu tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
454	musim uvadet (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
455	musim uvadet tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
456	musim uvadet symbol (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
457	musim uvadet symbol tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
458	co znamena symbol (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
459	co znamena znak (C)	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
460	co znamena symbol  tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
461	co znamena znak tm	"vlastnik ochranne znamky je opravnen pouzivat spolu s ochrannou znamkou symbol (R). zalezi tedy na vas, zda u sve zapsane ochranne znamky tento symbol budete uvadet. rovnez u ochranne znamky evropske unie muze byt jako doklad o jejim zapisu uveden symbol (R) spolecne s jejim cislem. uzivani a umisteni (R) zakon nijak neupravuje. pouziti u ochranne znamky, ktera jeste neni zapsana do rejstriku, vsak muze byt posuzovano jako klamava reklama apod. v nekterych zemich se dokonce muze jednat o trestny cin.

tm ((TM)) je jina jazykova varianta symbolu (R) pro zapsanou ochrannou znamku. uziva se v ruznych castech sveta, u nas neni obvykla.
symbol (C) je svazan s autorskym pravem (copyright). problematiku autorskeho prava ma ve sve gesci ministerstvo kultury.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-."
462	ocenovani prumyslovych prav	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
463	ocenovani patentu	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
464	ocenovani vynalezu	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
465	ocenovani uzitnych vzoru	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
466	ocenovani prumyslovych vzoru	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
467	ocenovani ochrannych znamek	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
468	jak se provadi ocenovani prumyslovych prav	"ocenovani prumyslovych prav nespada do kompetence uradu prumysloveho vlastnictvi. tuto cinnost provadeji soudni znalci z oboru prumyslovych prav. rejstrik soudnich znalcu vede kazdy soud, informace lze rovnez ziskat na internetovych strankach ministerstva spravedlnosti cr pod heslem evidence znalcu, tlumocniku a znaleckych ustavu. zde je mozno vyhledat konkretniho znalce z pozadovane zemepisne oblasti cr.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. ministerstvo spravedlnosti zde: https://www.justice.cz/"
