	question	class
1566	jak dlouho plati zapis uzitneho vzoru?	57
1567	jak dlouho plati registrace uzitneho vzoru?	57
1568	jake je maximalni obdobi platnosti zapisu uzitneho vzoru?	57
1569	jaka je maximalni obdobi platnosti zapisu uzitneho vzoru?	57
1570	jake je maximalni doba platnosti zapisu uzitneho vzoru?	57
1571	jaka je maximalni doba platnosti zapisu uzitneho vzoru?	57
1572	kolik let je zapis uzitneho vzoru platny?	57
1573	jak dlouho muze byt uzitny vzor chranen?	57
1574	jak dlouho je uzitny vzor chranen?	57
1575	je mozne prodlouzit dobu platnosti uzitneho vzoru?	57
1576	je mozne prodlouzit dobu platnosti registrace uzitneho vzoru?	57
1577	je mozne prodlouzit dobu platnosti zapisu uzitneho vzoru?	57
1578	je mozne pro prodlouzeni platnosti uzitneho vzoru?	57
1579	co se musi udelat pro prodlouzeni platnosti uzitneho vzoru?	57
1580	co udelat pro prodlouzeni platnosti uzitneho vzoru?	57
1581	je mozne pro prodlouzeni platnosti registrace uzitneho vzoru?	57
1582	co se musi udelat pro prodlouzeni platnosti registrace uzitneho vzoru?	57
1583	co udelat pro prodlouzeni platnosti registrace uzitneho vzoru?	57
1584	je mozne pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1585	co se musi udelat pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1586	co udelat pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1587	jaky formular potrebuji pro obnovu platnosti zapisu uzitneho vzoru?	57
1588	jaky formular je pro obnovu platnosti zapisu uzitneho vzoru?	57
1589	jaky formular potrebuji pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1590	jaky formular je pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1591	formular pro obnovu platnosti zapisu uzitneho vzoru?	57
1592	formular pro prodlouzeni platnosti zapisu uzitneho vzoru?	57
1593	platnost uzitneho vzoru	57
1594	platnost registrace uzitneho vzoru	57
1595	platnost zapisu uzitneho vzoru	57
1596	jak lze chranit technicke reseni?	58
1597	jak je mozne chranit technicke reseni?	58
1598	jak mohu chranit technicke reseni?	58
1599	jak muzu chranit technicke reseni?	58
1600	jakymi zpusoby lze chranit technicke reseni?	58
1601	ochrana technickeho reseni	58
1602	jake jsou moznosti, pokud nechci zverejnit sve technicke reseni?	58
1603	co je vylucne pravo k predmetu ochrany technickeho reseni ?	58
1604	co znamena vylucne pravo k predmetu ochrany technickeho reseni ?	58
1605	co je vylucne pravo k predmetu ochrany vynalezu?	58
1606	co znamena vylucne pravo k predmetu ochrany vynalezu?	58
1607	vyucne pravo k patentu	58
1608	vylucne pravo k uzitnemu vzoru	58
1609	vyucne pravo k technickemu reseni	58
1610	utajeni technickeho reseni	58
1611	utajeni vynalezu	58
1612	co nastane , pokud je utajene technicke reseni vyzrazeno?	58
1613	co se stane, pokud je utajene technicke reseni vyzrazeno?	58
1614	kvalifikovane zverejneni technickeho reseni	58
1615	kvalifikovane zverejneni vynalezu	58
1616	dusledky kvalifikovaneho zverejneni technickeho reseni	58
1617	dusledky kvalifikovaneho zverejneni vynalezu	58
1618	dohoda o utajovani	58
1619	jak lze zabranit konkurenci ve vyuziti meho technickeho reseni?	58
1620	obchodni tajemstvi	58
1621	ochrana know-how	58
1622	jak mohu podat prihlasku uzitneho vzoru?	59
1623	kam mohu podat prihlasku uzitneho vzoru?	59
1624	jak  podat prihlasku uzitneho vzoru?	59
1625	kam podat prihlasku uzitneho vzoru?	59
1626	jak  mam podat prihlasku uzitneho vzoru?	59
1627	kam mam podat prihlasku uzitneho vzoru?	59
1628	jak  muzu podat prihlasku uzitneho vzoru?	59
1629	kam muzu podat prihlasku uzitneho vzoru?	59
1630	je mozne podani prihlasky uzitneho vzoru elektronicky?	59
1631	muzu podani prihlasky uzitneho vzoru elektronicky?	59
1632	mohu podani prihlasky uzitneho vzoru elektronicky?	59
1633	jde podani prihlasky uzitneho vzoru elektronicky?	59
1634	kdo muze podat prihlasku uzitneho vzoru?	59
1635	kdo je opravnen podat prihlasku uzitneho vzoru?	59
1636	muze pravnicka osoba podat prihlasku uzitneho vzoru?	59
1637	formular podani uzitneho vzoru	59
1638	formular prihlasky uzitneho vzoru	59
1639	sleva na spravni poplatek pri podani prihlasky uzitneho vzoru elektronicky	59
1640	sleva na spravni poplatek pri elektronickem podani prihlasky uzitneho vzoru	59
1641	je mozne podat prihlasku uzitneho vzoru do datove schranky?	59
1642	muzu podat prihlasku uzitneho vzoru do datove schranky?	59
1643	mohu podat prihlasku uzitneho vzoru do datove schranky?	59
1644	jde podat prihlasku uzitneho vzoru do datove schranky?	59
1645	pomoc s prihlaskou uzitneho vzoru	60
1646	pomoc pri priprave prihlasky uzitneho vzoru	60
1647	nalezitosti prihlasky uzitneho vzoru	60
1648	casti prihlasky uzitneho vzoru	60
1649	soucasti prihlasky uzitneho vzoru	60
1650	prilohy prihlasky uzitneho vzoru	60
1651	podlohy prihlasky uzitneho vzoru	60
1652	zadost o zapis uzitneho vzoru	60
1653	zadost o zapsani uzitneho vzoru	60
1654	zadost o registraci uzitneho vzoru	60
1655	kde mohu najit formular pro podani prihlasky uzitneho vzoru?	60
1656	kde lze najit formular pro podani prihlasky uzitneho vzoru?	60
1657	kde je mozne najit formular pro podani prihlasky uzitneho vzoru?	60
1658	kde muzu najit formular pro podani prihlasky uzitneho vzoru?	60
1659	jake jsou casti prihlasky uzitneho vzoru?	60
1660	popis technickeho reseni	60
1661	popis technickeho reseni v prihlasce uzitneho vzoru	60
1662	co muze byt prilohou v prihlasce uzitneho vzoru?	60
1663	co znamena priorita u uzitneho vzoru?	60
1664	co znamena pravo prednosti u uzitneho vzoru?	60
1665	nazev technickeho reseni	60
1666	nazev technickeho reseni uzitneho vzoru	60
1667	jak lze vymazat uzitny vzor?	61
1668	jak je mozne vymazat uzitny vzor?	61
1669	jak muzu vymazat uzitny vzor?	61
1670	jak mohu vymazat uzitny vzor?	61
1671	jak co kdyz chci vymazat uzitny vzor?	61
1672	vymaz uzitneho vzoru z rejstriku	61
1673	co je zapotrebi pro vymaz uzitneho vzoru z rejstriku?	61
1674	co mam udelat pro vymaz uzitneho vzoru z rejstriku?	61
1675	co je potreba pro vymaz uzitneho vzoru z rejstriku?	61
1676	co je nutne pro vymaz uzitneho vzoru z rejstriku?	61
1677	proces vymazu uzitneho vzoru	61
1678	proces vymazani uzitneho vzoru	61
1679	duvody pro vymaz uzitneho vzoru z rejstriku	61
1680	formular pro podani navrhu na vymaz uzitneho vzoru z rejstriku	61
1681	formular pro vymaz uzitneho vzoru	61
1682	zastoupeni v  zadosti o vymaz uzitneho vzoru z rejstriku	61
1683	pomoc s zadosti o vymaz uzitneho vzoru z rejstriku	61
1684	zastoupeni v vymazem uzitneho vzoru	61
1685	pomoc s vymazem uzitneho vzoru	61
1686	ucinky vymazu uzitneho vzoru	61
1687	dusledky vymazu uzitneho vzoru	61
1688	nasledky vymazu uzitneho vzoru	61
1689	castecny vymaz uzitneho vzoru	61
1690	uplny vymaz uzitneho vzoru	61
1691	rozsah vymazu uzitneho vzoru	61
1692	kolik stoji podani navrhu na vymaz uzitneho vzoru z rejstriku?	61
1693	jaky je poplatek za podani navrhu na vymaz uzitneho vzoru z rejstriku?	61
1694	kolik se plati za podani navrhu na vymaz uzitneho vzoru z rejstriku?	61
1695	je mozne pozadat o vymaz uzitneho vzoru z rejstriku?	61
1696	je mozne pozadat o castecny vymaz uzitneho vzoru z rejstriku?	61
1697	je mozne pozadat o uplny vymaz uzitneho vzoru z rejstriku?	61
1698	co znamena oznaceni puvodu?	62
1699	co je to oznaceni puvodu?	62
1700	co je oznaceni puvodu?	62
1701	ktere produkty mohou ziskat oznaceni puvodu?	62
1702	podminky pro udeleni oznaceni puvodu	62
1703	jake produkty mohou ziskat zemepisne oznaceni?	62
1704	jaka je rozdil mezi oznacenim puvodu a zemepisnym oznacenim?	62
1705	co je to zemepisne oznaceni?	62
1706	co je zemepisne oznaceni?	62
1707	co znamena zemepisne oznaceni?	62
1708	informace o oznaceni puvodu a zemepisnych oznacenich	62
1709	produkty, ktere jsou spojeny s lokalitou	62
1710	lokalni produkty	62
1711	proces ziskani oznaceni puvodu proces ziskani zemepisneho oznaceni	62
1712	co se mysli pod oznacenim puvodu a zemepisnym oznacenim?	62
1713	jake jsou moznosti podani do uradu?	63
1714	jake jsou obecne moznosti podani do uradu?	63
1715	jak dorucit dokumenty na urad prumysloveho vlastnictvi?	63
1716	kde si mohu stahnout elektronicke formulare pro podani na urad?	63
1717	kde najdu elektronicke formulare pro podani na urad?	63
1718	kde mohu najit elektronicke formulare pro podani na urad?	63
1719	kde muzu najit elektronicke formulare pro podani na urad?	63
1720	kde jsou elektronicke formulare pro podani na urad?	63
1721	jaky poplatek mohu usetrit pri prihlaseni identitou obcana u elektronickeho podani?	63
1722	elektronicke podani bez zaruceneho elektronickeho podpisu	63
1723	podani do datove schranky	63
1724	elektronicke podani	63
1725	e-podani	63
1726	sleva pri podani elektronicky	63
1727	sleva pri elektronickem podani	63
1728	elektronicky vyplnitelne formulare	63
1729	sleva 20 %	63
1730	je mozne dorucit do datove schranky ?	63
1731	je mozne doruceni do datove schranky ?	63
1732	je mozne dorucit  e-mailem ?	63
1733	je mozne doruceni e-mailem ?	63
1734	je mozne dorucit  postou?	63
1735	je mozne doruceni postou?	63
1736	kde mohu najit resersni databazi patentu a uzitnych vzoru?	64
1737	jake informace zahrnuje resersni databaze patentu a uzitnych vzoru?	64
1738	odkazy na zahranicni databaze patentu a uzitnych vzoru	64
1739	jak vyuzit resersnich sluzeb uradu pro patenty a uzitne vzory	64
1740	jak objednat resersni sluzby uradu pro patenty a uzitne vzory	64
1741	forma objednani resersnich sluzeb patentu a uzitnych vzoru	64
1742	formular objednavky resersnich sluzeb patentu a uzitnych vzoru	64
1743	objednavka resersnich sluzeb patentu a uzitnych vzoru	64
1744	jak dlouho trva zpracovani reserse na patent?	64
1745	jak dlouho trva zpracovat resersi na patent?	64
1746	jake jsou naklady na resersni sluzby uradu?	64
1747	kolik stoji resersni sluzby uradu?	64
1748	cenik resersnich sluzeb uradu	64
1749	poplatek za resersni sluzby uradu	64
1750	placeni za resersni sluzby uradu	64
1751	kde najdu informace k prihlasovani do zahranici?	65
1752	kde najdu obecne informace k prihlasovani do zahranici?	65
1753	jak prihlasit do zahranici?	65
1754	prihlasovani do zahranici	65
1755	prihlaska do zahranici	65
1756	prihlaseni do zahranici	65
1757	zastoupeni pri prihlasovani do zahranici	65
1758	pomoc pri prihlasovani do zahranici	65
1759	zastupovani pri prihlasovani do zahranici	65
1760	existuje nejaka stranka, ktera by mi pomohla s prihlasovanim do zahranici?	65
1761	jake stranky by mi mohly pomoci s prihlasovanim do zahranici?	65
1762	jake jsou moje moznosti, pokud potrebuji odbornou pomoc pri prihlasovani do zahranici?	65
1763	kdo mi pomuze s prihlasenim do zahranici?	65
1764	kde mohu nalezt vice informaci o zastupovani pri prihlasovani do zahranici?	65
1765	kolik let plati patent?	66
1766	jak dlouho plati patent?	66
1767	kolik let plati udeleny patent?	66
1768	jak dlouho plati udeleny patent?	66
1769	ucinky udeleni patentu	66
1770	ucinky zapisu patentu	66
1771	co znamena priorita u vynalezu ?	66
1772	co znamena pravo prednosti u vynalezu ?	66
1773	co znamena priorita u patentu?	66
1774	co znamena pravo prednosti u patentu?	66
1775	co udelat po udeleni patentu?	66
1776	povinnosti majitele patentu	66
1777	zverejneni prihlasky vynalezu	66
1778	udrzovaci poplatky za patent	66
1779	variabilni symbol pro platbu udrzovacich poplatku za patent	66
1780	jak dlouho lze platit udrzovaci poplatky za patent?	66
1781	udrzovani patentu v platnosti	66
1782	je nejaka zadost o prodlouzeni patentu?	66
1783	existuje zadost o prodlouzeni patentu?	66
1784	kde najdu zadost o prodlouzeni patentu?	66
1785	je nejaka zadost o udrzeni patentu?	66
1786	existuje zadost o udrzeni patentu?	66
1787	kde najdu zadost o udrzeni patentu?	66
1788	je nejaka zadost o udrzovani patentu?	66
1789	existuje zadost o udrzovani patentu?	66
1790	kde najdu zadost o udrzovani patentu?	66
1791	jak mohu podat prihlasku patentu ?	67
1792	kam mohu podat prihlasku patentu ?	67
1793	jak  podat prihlasku patentu ?	67
1794	kam podat prihlasku patentu ?	67
1795	jak  mam podat prihlasku patentu ?	67
1796	kam mam podat prihlasku patentu ?	67
1797	jak  muzu podat prihlasku patentu ?	67
1798	kam muzu podat prihlasku patentu ?	67
1799	jak mohu podat prihlasku vynalezu?	67
1800	kam mohu podat prihlasku vynalezu?	67
1801	jak  podat prihlasku vynalezu?	67
1802	kam podat prihlasku vynalezu?	67
1803	jak  mam podat prihlasku vynalezu?	67
1804	kam mam podat prihlasku vynalezu?	67
1805	jak  muzu podat prihlasku vynalezu?	67
1806	kam muzu podat prihlasku vynalezu?	67
1807	je mozne podani prihlasky patentu elektronicky?	67
1808	muzu podani prihlasky patentu elektronicky?	67
1809	mohu podani prihlasky patentu elektronicky?	67
1810	jde podani prihlasky patentu elektronicky?	67
1811	je mozne podani prihlasky vynalezu elektronicky?	67
1812	muzu podani prihlasky vynalezu elektronicky?	67
1813	mohu podani prihlasky vynalezu elektronicky?	67
1814	jde podani prihlasky vynalezu elektronicky?	67
1815	kdo muze podat prihlasku patentu ?	67
1816	kdo je opravnen podat prihlasku patentu ?	67
1817	kdo muze podat prihlasku vynalezu?	67
1818	kdo je opravnen podat prihlasku vynalezu?	67
1819	muze pravnicka osoba podat prihlasku patentu ?	67
1820	muze pravnicka osoba podat prihlasku vynalezu?	67
1821	formular podani patentu	67
1822	formular prihlasky patentu	67
1823	formular podani  vynalezu	67
1824	formular prihlasky vynalezu	67
1825	sleva na spravni poplatek pri podani prihlasky patentu elektronicky	67
1826	sleva na spravni poplatek pri podani prihlasky vynalezu elektronicky	67
1827	sleva na spravni poplatek pri elektronickem podani prihlasky patentu	67
1828	sleva na spravni poplatek pri elektronickem podani prihlasky vynalezu	67
1829	je mozne podat prihlasku patentu do datove schranky?	67
1830	muzu podat prihlasku patentu do datove schranky?	67
1831	mohu podat prihlasku patentu do datove schranky?	67
1832	jde podat prihlasku patentu do datove schranky?	67
1833	je mozne podat prihlasku vynalezu do datove schranky?	67
1834	muzu podat prihlasku vynalezu do datove schranky?	67
1835	mohu podat prihlasku vynalezu do datove schranky?	67
1836	jde podat prihlasku vynalezu do datove schranky?	67
1837	pomoc pro prihlasku patentu	68
1838	odborne zastoupeni pro prihlasku patentu	68
1839	pomoc pro podani prihlasky patentu	68
1840	odborne zastoupeni pro podani prihlasky patentu	68
1841	pomoc pro prihlasku  vynalezu	68
1842	odborne zastoupeni pro prihlasku  vynalezu	68
1843	pomoc pro podani prihlasky vynalezu	68
1844	odborne zastoupeni pro podani prihlasky vynalezu	68
1845	existuji advokatni kancelare, ktere se zabyvaji patenty ?	68
1846	existuji advokatni kancelare, ktere se zabyvaji vynalezy?	68
1847	pravni zastoupeni pro zadatele o patentu	68
1848	pravni zastoupeni pro prihlasku patentu	68
1849	pravni zastoupeni pro podani prihlasky patentu	68
1850	pravni zastoupeni pro zadatele o  vynalezu	68
1851	pravni zastoupeni pro prihlasku  vynalezu	68
1852	pravni zastoupeni pro podani prihlasky vynalezu	68
1853	kdo me muze zastupovat pri podavani prihlasky patentu ?	68
1854	kdo mi muze pomoci pri podavani prihlasky patentu ?	68
1855	kdo me muze zastupovat pri podavani prihlasky vynalezu?	68
1856	kdo mi muze pomoci pri podavani prihlasky vynalezu?	68
1857	informace o zastupovani pri podavani prihlasky patentu	68
1858	informace o zastupovani pri podavani prihlasky vynalezu	68
1859	jake nasledky muze mit nespravne formulovane patentove naroky?	68
1860	nasledky nespravne formulovanych patentovych naroku?	68
1861	proc je vhodne nechat se zastoupit?	68
1862	prihlaska vynalezu	69
1863	prihlaska patentu	69
1864	casti prihlasky vynalezu	69
1865	casti prihlasky patentu	69
1866	pozadavky prihlasky vynalezu	69
1867	nalezitosti prihlasky vynalezu	69
1868	pozadavky prihlasky patentu	69
1869	nalezitosti prihlasky patentu	69
1870	zadost o udeleni patentu	69
1871	formular zadosti o udeleni patentu	69
1872	popis vynalezu v prihlasce	69
1873	co ma byt uvedeno v patentovych narocich zadosti?	69
1874	patentove naroky	69
1875	nazev patentu	69
1876	vymezeni patentu	69
1877	vynalezecka myslenka	69
1878	anotace v prihlasce vynalezu	69
1879	anotace v prihlasce patentu	69
1880	prilohy zadosti o udeleni patentu	69
1881	podlohy zadosti o udeleni patentu	69
1882	co je to pravo prednosti u patentu?	69
1883	co je to priorita u patentu?	69
1884	kde najdu podrobnejsi informace o pozadavcich na prihlasku vynalezu?	69
1885	jak mohu podat prihlasku vynalezu ?	70
1886	kam mohu podat prihlasku vynalezu ?	70
1887	jak  podat prihlasku vynalezu ?	70
1888	kam podat prihlasku vynalezu ?	70
1889	jak  mam podat prihlasku vynalezu ?	70
1890	kam mam podat prihlasku vynalezu ?	70
1891	jak  muzu podat prihlasku vynalezu ?	70
1892	kam muzu podat prihlasku vynalezu ?	70
1893	jak mohu podat prihlasku patentu?	70
1894	kam mohu podat prihlasku patentu?	70
1895	jak  podat prihlasku patentu?	70
1896	kam podat prihlasku patentu?	70
1897	jak  mam podat prihlasku patentu?	70
1898	kam mam podat prihlasku patentu?	70
1899	jak  muzu podat prihlasku patentu?	70
1900	kam muzu podat prihlasku patentu?	70
1901	je mozne podani prihlasky vynalezu elektronicky?	70
1902	muzu podani prihlasky vynalezu elektronicky?	70
1903	mohu podani prihlasky vynalezu elektronicky?	70
1904	jde podani prihlasky vynalezu elektronicky?	70
1905	je mozne podani prihlasky patentu elektronicky?	70
1906	muzu podani prihlasky patentu elektronicky?	70
1907	mohu podani prihlasky patentu elektronicky?	70
1908	jde podani prihlasky patentu elektronicky?	70
1909	kdo muze podat prihlasku vynalezu ?	70
1910	kdo je opravnen podat prihlasku vynalezu ?	70
1911	kdo muze podat prihlasku patentu?	70
1912	kdo je opravnen podat prihlasku patentu?	70
1913	muze pravnicka osoba podat prihlasku vynalezu ?	70
1914	muze pravnicka osoba podat prihlasku patentu?	70
1915	formular podani vynalezu	70
1916	formular prihlasky vynalezu	70
1917	formular podani  patentu	70
1918	formular prihlasky patentu	70
1919	sleva na spravni poplatek pri podani prihlasky vynalezu elektronicky	70
1920	sleva na spravni poplatek pri podani prihlasky patentu elektronicky	70
1921	sleva na spravni poplatek pri elektronickem podani prihlasky vynalezu	70
1922	sleva na spravni poplatek pri elektronickem podani prihlasky patentu	70
1923	je mozne podat prihlasku vynalezu do datove schranky?	70
1924	muzu podat prihlasku vynalezu do datove schranky?	70
1925	mohu podat prihlasku vynalezu do datove schranky?	70
1926	jde podat prihlasku vynalezu do datove schranky?	70
1927	je mozne podat prihlasku patentu do datove schranky?	70
1928	muzu podat prihlasku patentu do datove schranky?	70
1929	mohu podat prihlasku patentu do datove schranky?	70
1930	jde podat prihlasku patentu do datove schranky?	70
1931	zkoumani prihlasky vynalezu	70
1932	pripominky k patentovatelnosti	70
1933	pripominky k prihlasce patentu	70
1934	jak muze byt patent zrusen?	71
1935	podminky pro zruseni patentu	71
1936	navrh na zruseni patentu	71
1937	pomoc s navrhem na zruseni patentu	71
1938	zastoupeni s navrhem na zruseni patentu	71
1939	jak je mozne zrusit patent?	71
1940	jak lze zrusit patent?	71
1941	jak muzu zrusit patent?	71
1942	jak mohu zrusit patent?	71
1943	jak bych mohl nechat zrusit patent?	71
1944	kolik stoji podani navrhu na zruseni patentu?	71
1945	kolik stoji podani zadosti na zruseni patentu?	71
1946	dusledky zruseni patentu	71
1947	nasledky zruseni patentu	71
1948	ucinky zruseni patentu	71
1949	dusledky  vymazu patentu	71
1950	nasledky  vymazu patentu	71
1951	ucinky vymazu patentu	71
1952	castecne zruseni patentu	71
1953	castecny vymaz patentu	71
1954	zruseni patentu v plnem rozsahu	71
1955	vymaz patentu v plnem rozsahu	71
1956	uplne zruseni patentu	71
1957	uplne vymaz patentu	71
1958	formular pro vymaz patentu	71
1959	formular pro zruseni patentu	71
1960	jak oduvodnit navrh na zruseni patentu?	71
1961	jak oduvodnit navrh na vymaz patentu?	71
1962	je mozne zrusit patent castecne?	71
1963	dukazy na vymaz patentu	71
1964	dukazy na zruseni patentu	71
1965	jak overit novost?	72
1966	kde overit novost?	72
1967	novost	72
1968	novost obecne	72
1969	kde lze provest resersi?	72
1970	kde je mozne provest resersi?	72
1971	jak muzu provest resersi?	72
1972	jak mohu provest resersi?	72
1973	resersni sluzby	72
1974	objednani resersni sluzby u uradu?	72
1975	objednavka resersni sluzby u uradu?	72
1976	jak dlouho trva zpracovani reserse ?	72
1977	jak dlouho trva zpracovat resersi?	72
1978	kolik stoji provedeni reserse u uradu?	72
1979	jaky je poplatek za provedeni reserse u uradu?	72
1980	kolik se plati za provedeni reserse u uradu?	72
1981	kolik zaplatim za provedeni reserse u uradu?	72
1982	poplatek za vystupy z reserse	72
1983	jak podat zadost o resersi u uradu?	72
1984	jakou cestou podat zadost o resersi u uradu?	72
1985	jakym zpusobem podat zadost o resersi u uradu?	72
1986	reserse uradem	72
1987	formular objednavky resersnich sluzeb	72
1988	narodni databaze prumyslovych prav	73
1989	ceska databaze prumyslovych prav	73
1990	tuzemska databaze prumyslovych prav	73
1991	jake narodni databaze jsou k dispozici?	73
1992	informativni reserse	73
1993	odkazy na narodni databaze	73
1994	odkazy na ceske databaze	73
1995	bezplatna reserse	73
1996	reserse zdarma	73
1997	reserse napric vsemi druhy prumyslovych prav	73
1998	narodni prumyslovepravni databaze	73
1999	souhrnna reserse	73
2000	odkazy na zahranicni databaze	74
2001	zahranicni databaze	74
2002	volne dostupne zahranicni databaze	74
2003	zahranicni databaze na internetu	74
2004	jake online zahranicni databaze jsou dostupne na internetu a kde je mohu najit?	74
2005	jaky je odkaz na zahranicni online databaze, ktere jsou volne dostupne na internetu?	74
2006	rozhodnuti evropskeho soudniho dvora	74
2007	jake tridici systemy se vyuzivaji pri resersich?	75
2008	tridici systemy	75
2009	trideni	75
2010	tridici systemy pro reserse	75
2011	mezinarodni trideni	75
2012	mezinarodni tridici systemy	75
2013	nicejske trideni	75
2014	niceske trideni	75
2015	nyceske trideni	75
2016	locarnske trideni	75
2017	locarnsky tridici system	75
2018	sysmem locarno	75
2019	system lokarno	75
2020	lokarnske trideni	75
2021	odkaz na tridniky	75
2022	mezinarodni patentove trideni	75
2023	mezinarodni trideni prumyslovych vzoru	75
2024	mezinarodni trideni vyrobku a sluzeb	75
2025	videnske mezinarodni trideni	75
